annotation_id,tank_id,session_id,behaviour,start_time,end_time,duration_seconds,annotator,annotation_source,confidence_or_notes
167,B-2,,Normal,2026-05-09 11:52:00,2026-05-09 11:54:00,120,,00118_Acoustique_Poisson_2026-07-27.xlsx,nan
168,B-3,,Other,2026-05-09 11:54:00,2026-05-09 11:56:00,120,,00118_Acoustique_Poisson_2026-07-27.xlsx,PAS DE MOUVEMENT 
169,B-4,,Clustering,2026-05-09 11:56:00,2026-05-09 11:58:00,120,,00118_Acoustique_Poisson_2026-07-27.xlsx,4 INDIVIDUS REGROUPÉS
170,B-4,,Other,2026-05-09 11:56:00,2026-05-09 11:58:00,120,,00118_Acoustique_Poisson_2026-07-27.xlsx,3 INDIVIDUS LÉTARGIQUES
171,B-1,,Normal,2026-05-09 12:08:00,2026-05-09 12:10:00,120,,00118_Acoustique_Poisson_2026-07-27.xlsx,nan
172,B-2,,Normal,2026-05-09 12:10:00,2026-05-09 12:12:00,120,,00118_Acoustique_Poisson_2026-07-27.xlsx,MOUVEMENT DANS LE BASSIN 
173,B-3,,Other,2026-05-09 12:12:00,2026-05-09 12:14:00,120,,00118_Acoustique_Poisson_2026-07-27.xlsx,PAS DE MOUVEMENT
174,B-4,,Clustering,2026-05-09 12:14:00,2026-05-09 12:16:00,120,,00118_Acoustique_Poisson_2026-07-27.xlsx,REGROUPEMENT 4 INDIVIDUS
175,B-1,,Normal,2026-05-09 13:25:00,2026-05-09 13:27:00,120,,00118_Acoustique_Poisson_2026-07-27.xlsx,nan
176,B-2,,Other,2026-05-09 13:27:00,2026-05-09 13:29:00,120,,00118_Acoustique_Poisson_2026-07-27.xlsx,nan
177,B-3,,Clustering,2026-05-09 13:29:00,2026-05-09 13:31:00,120,,00118_Acoustique_Poisson_2026-07-27.xlsx,REGROUPEMENT DE 4 INDIVIDUS
178,B-4,,Other,2026-05-09 13:31:00,2026-05-09 13:33:00,120,,00118_Acoustique_Poisson_2026-07-27.xlsx,nan
179,B-1,,Normal,2026-05-09 13:39:00,2026-05-09 13:41:00,120,,00118_Acoustique_Poisson_2026-07-27.xlsx,MOUVEMENT DANS LE BASSIN 
180,B-2,,Normal,2026-05-09 13:41:00,2026-05-09 13:43:00,120,,00118_Acoustique_Poisson_2026-07-27.xlsx,nan
181,B-3,,Normal,2026-05-09 13:43:00,2026-05-09 13:45:00,120,,00118_Acoustique_Poisson_2026-07-27.xlsx,nan
182,B-4,,Normal,2026-05-09 13:45:00,2026-05-09 13:47:00,120,,00118_Acoustique_Poisson_2026-07-27.xlsx,nan
183,B-1,,Normal,2026-05-13 09:26:00,2026-05-13 09:36:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,NAGE STATIQUE RÉGULIÈRE DANS LE FOND DU BASSIN
184,B-2,,Normal,2026-05-13 09:26:00,2026-05-13 09:36:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,NAGE STATIQUE REGULIERE DANS LE FOND DU BASSIN
185,B-3,,Normal,2026-05-13 09:26:00,2026-05-13 09:36:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"QUELQUES INDIVIDUS SEULS, NAGE STATIQUE REGULIÈRE"
186,B-3,,Clustering,2026-05-13 09:26:00,2026-05-13 09:36:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"CERATINS INDIVIDUS REGROUPÉS, NAGE STATIQUE REGULIÈRE"
187,B-4,,Normal,2026-05-13 09:26:00,2026-05-13 09:36:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,NAGE STATIQUE REGULIÈRE DANS LE FOND
188,B-4,,Clustering,2026-05-13 09:26:00,2026-05-13 09:36:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,CERTAINS SONT REGROUPÉS
189,B-1,,Agitation,2026-05-13 09:43:00,2026-05-13 09:53:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,09:43 UN POISSON S'EST ENFUI È MON APPROCHE
190,B-1,,Normal,2026-05-13 09:43:00,2026-05-13 09:53:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,NAGE RÉGULIÈRE STATIQUE
191,B-1,,Clustering,2026-05-13 09:43:00,2026-05-13 09:53:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"CERTAINS SONT REGROUPÉS, NAGE STATIQUE REGULIÈRE"
192,B-2,,Normal,2026-05-13 09:43:00,2026-05-13 09:53:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,NAGE STATIQUE REGULIÈRE
193,B-2,,Agitation,2026-05-13 09:43:00,2026-05-13 09:53:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,09:46 INDIVIDU NAGE PLUS ACTIVE
194,B-3,,Normal,2026-05-13 09:43:00,2026-05-13 09:53:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"NAGE REGULIÈRE STATIQUE, CAERTAIN SONT INDIVIDUEL"
195,B-3,,Clustering,2026-05-13 09:43:00,2026-05-13 09:53:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"CERATINS INDIVIDUS REGROUPÉS, NAGE REGULIÈRE STATIQUE"
196,B-4,,Normal,2026-05-13 09:43:00,2026-05-13 09:53:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"QUELQUES INDIVIDUS SEULS, NAGE STATIQUE REGULIÈRE"
197,B-4,,Clustering,2026-05-13 09:43:00,2026-05-13 09:53:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"CERTAIN SONT REGROUPÉS, NAGE REGULIÈRE STATIQUE"
198,B-1,,Normal,2026-05-13 10:57:00,2026-05-13 11:07:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"NAGE NORMALE, STATIQUE"
199,B-2,,Normal,2026-05-13 10:57:00,2026-05-13 11:07:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,NSGR NORMALE STATIQUE
200,B-2,,Clustering,2026-05-13 10:57:00,2026-05-13 11:07:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"CERTAINS INDIVIDUS SONT REGROUPÉS, NAGE NORMALE STATIQUE"
201,B-3,,Normal,2026-05-13 10:57:00,2026-05-13 11:07:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"NAGE NORMALE, STATIQUE"
202,B-3,,Clustering,2026-05-13 10:57:00,2026-05-13 11:07:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"CERTAIN INDIVIDUS STATIQUES, NAGE NORMALE STATIQUE"
203,B-4,,Normal,2026-05-13 10:57:00,2026-05-13 11:07:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"CERTAIN INDIVIDUS SONT SEULS, NAGE NORMAL STATIQUE"
204,B-4,,Clustering,2026-05-13 10:57:00,2026-05-13 11:07:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,UNE GROSSE PARTIE SONT REGROUPÉS SOUS LE NOURRISSEUR
205,B-1,,Agitation,2026-05-13 10:57:00,2026-05-13 11:07:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,11:06 FUITE CAR ONT EU PEUR DE MOI
206,B-1,,Normal,2026-05-13 11:14:00,2026-05-13 11:24:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,NAGE REÉGULIÈRE STATIQUE
207,B-2,,Normal,2026-05-13 11:14:00,2026-05-13 11:24:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,NAGE REGULIÈRE STAIQUE
208,B-2,,Agitation,2026-05-13 11:14:00,2026-05-13 11:24:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,UN INDIVIDUS SE DÉPLACE
209,B-1,,Agitation,2026-05-13 11:14:00,2026-05-13 11:24:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,11:17 CERTAINS POISSONS NAGENT PLUS ACTIVEMENT
210,B-2,,Agitation,2026-05-13 11:14:00,2026-05-13 11:24:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,11:18 VERTAIN POISSONS NAGENT PLUS ACTIVEMENT
211,B-3,,Normal,2026-05-13 11:14:00,2026-05-13 11:24:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"CERTAINS INDIVIDUS NAGENT SEULS, REGUILIÈRE STATIQUE"
212,B-3,,Clustering,2026-05-13 11:14:00,2026-05-13 11:24:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"QUELQUES POISSONS REGROUPÉS, NAGE STATIQUE REGULIÈRE"
213,B-4,,Normal,2026-05-13 11:14:00,2026-05-13 11:24:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,NAGE STATIQUE REGULIÈRE
214,B-4,,Clustering,2026-05-13 11:14:00,2026-05-13 11:24:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,CERTAIN SONT REGROUPÉS AU NIVEAU DU NOURRISSEUR ET OU SE SITUE LA POMPE À COURANT
215,B-1,,Agitation,2026-05-13 12:37:00,2026-05-13 12:47:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx, UN INDIVIDU S'EST ENFUI LORSQUE JE ME SUIS APPROCHÉE
216,B-1,,Normal,2026-05-13 12:37:00,2026-05-13 12:47:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"NAGE STATIQUE RÉGULIÈRE, RÉPARTIE DANS LE BASSIN"
217,B-2,,Normal,2026-05-13 12:37:00,2026-05-13 12:47:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,NAGE STATIQUE RÉGULIÈRE
218,B-2,,Agitation,2026-05-13 12:37:00,2026-05-13 12:47:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,13:39 CERTAINS NAGENT PLUS ACTIVEMENT
219,B-2,,Clustering,2026-05-13 12:37:00,2026-05-13 12:47:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,CERTAIN SONT REGROUPÉS NAGE STATIQUE REGULIÈRE
220,B-3,,Normal,2026-05-13 12:37:00,2026-05-13 12:47:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,NAGE STATIQUE REGULIÈRE
221,B-3,,Clustering,2026-05-13 12:37:00,2026-05-13 12:47:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"CERTAINS SONT REGROUPÉS SOUS LE DISTRIBUTEUR DE NOURRITURE, PROCHE DE LA POMPR À COURANT"
222,B-4,,Clustering,2026-05-13 12:37:00,2026-05-13 12:47:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,TOUS REGROUPÉS PROCHE DU DISTRIBUTEUR DE NOURRITURE
223,B-4,,Normal,2026-05-13 12:37:00,2026-05-13 12:47:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,SAUF POUR 2 OU 3 INDIVIDUS QUI SE SÉPARENT
224,B-4,,Normal,2026-05-13 12:37:00,2026-05-13 12:47:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,NAGE STATIQUE RÉGULIÈRE
225,B-1,,Normal,2026-05-13 12:57:00,2026-05-13 13:04:00,420,,00118_Acoustique_Poisson_2026-07-27.xlsx,RÉPARTITION DANS LE BASSIN NAGE STATIQUE ET RÉGULIER
226,B-2,,Normal,2026-05-13 12:57:00,2026-05-13 13:04:00,420,,00118_Acoustique_Poisson_2026-07-27.xlsx,"RÉPARTITION HOMOGÈNE, NAGE STATIQUE ET REGULIÈRE"
227,B-2,,Agitation,2026-05-13 12:57:00,2026-05-13 13:04:00,420,,00118_Acoustique_Poisson_2026-07-27.xlsx,"CERTAINS INDIVIDUS SE DÉPLACENT ET NAGENT TRANQUILLEMENT, ILS ONT FAIT TOMBÉ UN MORCEAU DE LA STRUCTURE SUREMENT EN S'ALIMENTANT, MORCEAU SITUÉ AU NIVEAU DU DISTRIBUTEUR"
228,B-3,,Normal,2026-05-13 12:57:00,2026-05-13 13:04:00,420,,00118_Acoustique_Poisson_2026-07-27.xlsx,CERTAIN DONT DEUL OU À 2 NAGE STATIQUE RÉGULIÈRE
229,B-3,,Clustering,2026-05-13 12:57:00,2026-05-13 13:04:00,420,,00118_Acoustique_Poisson_2026-07-27.xlsx,"CERTAINS SONT REGROUPÉS SOUS LE DISTRIBUTEUR DE NOURRITURE, PROCHE DE LA POMPR À COURANT"
230,B-4,,Clustering,2026-05-13 12:57:00,2026-05-13 13:04:00,420,,00118_Acoustique_Poisson_2026-07-27.xlsx,REROUPÉS PROCHE DE LA POMPE À COURANT
231,B-4,,Normal,2026-05-13 12:57:00,2026-05-13 13:04:00,420,,00118_Acoustique_Poisson_2026-07-27.xlsx,"CERTAIN SONT SEUL DISPERSÉ DANS LE BASSIN, ONT TOUS UNE NAGE REGULIER ET STATIQUE"
232,B-1,,Normal,2026-05-13 14:16:00,2026-05-13 14:26:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"RÉPARTITION HOMOGÈNE, NAGE REGULIÈRET STATIQUE"
233,B-2,,Clustering,2026-05-13 14:16:00,2026-05-13 14:26:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"TOUS REGROUPÉS, NAGE STATIQUE ET REGULIÈRE"
234,B-3,,Clustering,2026-05-13 14:16:00,2026-05-13 14:26:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,REGROUPÉS DANS 2 GROUPE SÉPARÉ
235,B-3,,Normal,2026-05-13 14:16:00,2026-05-13 14:26:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,1 OU 2 INDIVIDUS QUI SE DÉPLACENT ET SONT SEUL NAGE REGULIÈRE ET STATIQUE
236,B-3,,Agitation,2026-05-13 14:16:00,2026-05-13 14:26:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,14:21 NAGENT CERTAIN CAR ONT EU PEUR DE MOI
237,B-4,,Clustering,2026-05-13 14:16:00,2026-05-13 14:26:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"TOUS REGROUPÉS AU NIVEAU DE LA POMPE À COURANT, PROCHE DU DISTRIBUTEUR AUTOMATIQUE"
238,B-4,,Normal,2026-05-13 14:16:00,2026-05-13 14:26:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"1 OU 2 INDIVIDUS SEULS, NAGE STATIQUE REGULIÈRE"
239,B-2,,Normal,2026-05-13 14:16:00,2026-05-13 14:26:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"INDIVIDU TOUT SEUL, LES AUTRES REGROUPÉS"
240,B-1,,Agitation,2026-05-13 14:33:00,2026-05-13 14:43:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,14:34 ONT EU PEUR DE MOI
241,B-1,,Clustering,2026-05-13 14:33:00,2026-05-13 14:43:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"REGROUPÉS PROCHE DU DISTRIBUTEUR AUTOMATIQUE, RESTE DE LA NOURRITURE EN SURFACE"
242,B-2,,Normal,2026-05-13 14:33:00,2026-05-13 14:43:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,1 OU 2 INDIVIDUS DISPERSÉ NAGE REGULIÈRE ET STATIQUE
243,B-2,,Agitation,2026-05-13 14:33:00,2026-05-13 14:43:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"14:36 ONT EU PEUR DE MOI, SE SONT AGITÉS"
244,B-2,,Clustering,2026-05-13 14:33:00,2026-05-13 14:43:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,CERTAINS SONT REGROUPÉS
245,B-3,,Clustering,2026-05-13 14:33:00,2026-05-13 14:43:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"REGROUPÉS SOUS LE DISTRIBUTEUR AUTOMATIQUE, PROCHE DE LA POMPE À COURANT, NAGE REGULIÈRE ET STATIQUE"
246,B-3,,Normal,2026-05-13 14:33:00,2026-05-13 14:43:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"1 OU 2 INDIVIDUS DISPERSÉS, NAGENT REGULIÈRE ET STATIQUE"
247,B-4,,Agitation,2026-05-13 14:33:00,2026-05-13 14:43:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,14:41 AGITATION CAR ONT EU PEUR DE MOI
248,B-4,,Clustering,2026-05-13 14:33:00,2026-05-13 14:43:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"REGROUPÉS SOUS DISTRIBUTEUR AUTOMATIQUE, PROCHE DE LA POMPE  À COURANT"
249,B-4,,Normal,2026-05-13 14:33:00,2026-05-13 14:43:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"1 OU 2 INDIVIDUS DISPERSÉS DU GROUPE, NAGE REGULIÈRE ET STATIQUE"
250,B-1,,Normal,2026-05-16 08:50:00,2026-05-16 09:00:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,REGULIER LEGERE EXCITATION
251,B-2,,Normal,2026-05-16 08:50:00,2026-05-16 09:00:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,NORMAL
252,B-2,,Clustering,2026-05-16 08:50:00,2026-05-16 09:00:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,POISSON MÊME BORD
253,B-3,,Normal,2026-05-16 08:50:00,2026-05-16 09:00:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,nan
254,B-4,,Other,2026-05-16 08:50:00,2026-05-16 09:00:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,POISSON RÉACTIF ET EXCITÉ 
255,B-1,,Agitation,2026-05-16 09:05:00,2026-05-16 09:15:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,AGITÉ CAUSE DE L'ALIMENTATION
256,B-1,,Normal,2026-05-16 09:05:00,2026-05-16 09:15:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,nan
257,B-2,,Normal,2026-05-16 09:05:00,2026-05-16 09:15:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,MANGE BIEN MONTE EN SURFACE
258,B-3,,Normal,2026-05-16 09:05:00,2026-05-16 09:15:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,MANGE BIEN
259,B-4,,Other,2026-05-16 09:05:00,2026-05-16 09:15:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,SAUT ET ECLABOUSSE MANGE TRÈS BIEN (1 POISSON ET CHÉTIF MANGE PEU)
260,B-1,,Normal,2026-05-16 10:29:00,2026-05-16 10:39:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,CALME
261,B-2,,Normal,2026-05-16 10:29:00,2026-05-16 10:39:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"CALME FACE AU COURANT, RÉACTION À MA PRÉSENCE LÉGÉ"
262,B-3,,Agitation,2026-05-16 10:29:00,2026-05-16 10:39:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,PLUSIEURS RÉAGISSENT FORTEMENT EXCITÉ
263,B-4,,Normal,2026-05-16 10:29:00,2026-05-16 10:39:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,CALME DANS LE FOND DU BASSIN
264,B-1,,Agitation,2026-05-16 10:35:00,2026-05-16 10:45:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,MANGENT TOUS TRÈS BIEN
265,B-1,,Other,2026-05-16 10:35:00,2026-05-16 10:45:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,BONNE RÉACTION À L'ALIMENT
266,B-2,,Agitation,2026-05-16 10:35:00,2026-05-16 10:45:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"MANGENT TOUS TRÈS BIEN, BONNE RÉACTION À L'ALIMENT"
267,B-3,,Agitation,2026-05-16 10:35:00,2026-05-16 10:45:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"MANGENT TOUS TRÈS BIEN, BONNE RÉACTION À L'ALIMENT"
268,B-4,,Agitation,2026-05-16 10:35:00,2026-05-16 10:45:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,MANGENT BIEN MAIS COURANT SURFACE GÊNE UN PEUX
269,B-1,,Normal,2026-05-16 11:59:00,2026-05-16 12:09:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,POISSON CALME
270,B-2,,Normal,2026-05-16 11:59:00,2026-05-16 12:09:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,CALME LÉGÉREMENT EN SURFACE
271,B-3,,Normal,2026-05-16 11:59:00,2026-05-16 12:09:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,CALME
272,B-4,,Normal,2026-05-16 11:59:00,2026-05-16 12:09:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,CALME
273,B-1,,Normal,2026-05-16 12:14:00,2026-05-16 12:24:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,MANGENT CALMEMENT MONTE EN SURFACE
274,B-2,,Agitation,2026-05-16 12:14:00,2026-05-16 12:24:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"FRÉNÉSIE, MANGE BIEN"
275,B-2,,Other,2026-05-16 12:14:00,2026-05-16 12:24:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"FRÉNÉSIE, MANGE BIEN"
276,B-3,,Normal,2026-05-16 12:14:00,2026-05-16 12:24:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,MANGENT BIEN
277,B-4,,Normal,2026-05-16 12:14:00,2026-05-16 12:24:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,MANGENT BIEN
278,B-1,,Normal,2026-05-16 13:38:00,2026-05-16 13:48:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,CALME PEUT-ÊTRE PLUS QUE EN DÉBUT DE JOURNÉE
279,B-2,,Normal,2026-05-16 13:38:00,2026-05-16 13:48:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,CALME  À RÉAGIT À MA PRÉSENCE
280,B-3,,Normal,2026-05-16 13:38:00,2026-05-16 13:48:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,nan
281,B-4,,Normal,2026-05-16 13:38:00,2026-05-16 13:48:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,nan
282,B-1,,Normal,2026-05-16 13:53:00,2026-05-16 14:03:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,MANGE DOUCEMENT MONTE EN SURFACE
283,B-2,,Normal,2026-05-16 13:53:00,2026-05-16 14:03:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,"MANGE BIEN TRÈS PEUX D,ALIMENT TOMBÉ"
284,B-3,,Normal,2026-05-16 13:53:00,2026-05-16 14:03:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,MANGE BIEN
285,B-3,,Agitation,2026-05-16 13:53:00,2026-05-16 14:03:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,nan
286,B-4,,Normal,2026-05-16 13:53:00,2026-05-16 14:03:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,MANGE BIEN EXCITÉ
287,B-4,,Agitation,2026-05-16 13:53:00,2026-05-16 14:03:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,nan
288,B-1,,Normal,2026-05-21 09:07:00,2026-05-21 09:09:00,120,,00118_Acoustique_Poisson_2026-07-27.xlsx,NORMAL
289,B-2,,Clustering,2026-05-21 09:09:00,2026-05-21 09:11:00,120,,00118_Acoustique_Poisson_2026-07-27.xlsx,REGROUPEMENT  DE 5 POISSONS
290,B-2,,Other,2026-05-21 09:09:00,2026-05-21 09:11:00,120,,00118_Acoustique_Poisson_2026-07-27.xlsx,nan
291,B-3,,Other,2026-05-21 09:11:00,2026-05-21 09:13:00,120,,00118_Acoustique_Poisson_2026-07-27.xlsx,LÉTHARGIE
292,B-4,,Clustering,2026-05-21 09:13:00,2026-05-21 09:15:00,120,,00118_Acoustique_Poisson_2026-07-27.xlsx,REGROUPEMENT DE 6POISSONS
293,B-1,,Normal,2026-05-21 09:19:00,2026-05-21 09:21:00,120,,00118_Acoustique_Poisson_2026-07-27.xlsx,nan
294,B-2,,Normal,2026-05-21 09:21:00,2026-05-21 09:23:00,120,,00118_Acoustique_Poisson_2026-07-27.xlsx,nan
295,B-3,,Normal,2026-05-21 09:23:00,2026-05-21 09:25:00,120,,00118_Acoustique_Poisson_2026-07-27.xlsx,nan
296,B-4,,Normal,2026-05-21 09:25:00,2026-05-21 09:27:00,120,,00118_Acoustique_Poisson_2026-07-27.xlsx,nan
297,B-1,,Normal,2026-05-21 10:46:00,2026-05-21 10:56:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,nan
298,B-2,,Normal,2026-05-21 10:46:00,2026-05-21 10:56:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,nan
299,B-3,,Normal,2026-05-21 10:46:00,2026-05-21 10:56:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,nan
300,B-3,,Agitation,2026-05-21 10:46:00,2026-05-21 10:50:00,240,,00118_Acoustique_Poisson_2026-07-27.xlsx,10:50 INDIVIDU A EU PEUR DE MOI
301,B-4,,Clustering,2026-05-21 10:46:00,2026-05-21 10:50:00,240,,00118_Acoustique_Poisson_2026-07-27.xlsx,nan
302,B-4,,Other,2026-05-21 10:46:00,2026-05-21 10:50:00,240,,00118_Acoustique_Poisson_2026-07-27.xlsx,10:52 REMIS CAMÉRA DANS BASSIN DÉTACHÉ
303,B-2,,Clustering,2026-05-21 10:46:00,2026-05-21 10:50:00,240,,00118_Acoustique_Poisson_2026-07-27.xlsx,INDIVIDU EN FUITE È MON APPROCHR
304,B-1,,Clustering,2026-05-21 10:56:00,2026-05-21 11:02:00,360,,00118_Acoustique_Poisson_2026-07-27.xlsx,FUITE DE 2 INDIVIDUS È MON APPROCHE
305,B-1,,Normal,2026-05-21 10:56:00,2026-05-21 11:02:00,360,,00118_Acoustique_Poisson_2026-07-27.xlsx,nan
306,B-2,,Clustering,2026-05-21 10:56:00,2026-05-21 11:02:00,360,,00118_Acoustique_Poisson_2026-07-27.xlsx,NAGE STATIQUE REGULIER
307,B-3,,Normal,2026-05-21 10:56:00,2026-05-21 11:02:00,360,,00118_Acoustique_Poisson_2026-07-27.xlsx,NAGE REGULIÈRE STATIQUE QUELQUES INDIVIDUS ISOLÉ DES AUTRES
308,B-3,,Clustering,2026-05-21 10:56:00,2026-05-21 11:02:00,360,,00118_Acoustique_Poisson_2026-07-27.xlsx,REGROUPEMENT DE CERTAIN INDIVIDUS
309,B-4,,Clustering,2026-05-21 10:56:00,2026-05-21 11:02:00,360,,00118_Acoustique_Poisson_2026-07-27.xlsx,"POISSONS REGROUPÉS, NAGE STATIQUE REGULIER"
310,B-4,,Clustering,2026-05-21 10:56:00,2026-05-21 11:08:00,720,,00118_Acoustique_Poisson_2026-07-27.xlsx,ONT EU PEUR À MON APPROCHE 1 INDIVIDU
311,B-1,,Agitation,2026-05-21 12:25:00,2026-05-21 12:35:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,POISSONS AGITÉÀ MON APPROCHE 12:25
312,B-1,,Normal,2026-05-21 12:25:00,2026-05-21 12:35:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,NAGE STATIQUE ET REGULIER POUR TOUS LES POISSONS
313,B-1,,Clustering,2026-05-21 12:25:00,2026-05-21 12:35:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,CERTAIN SONT REGROUPÉS ENSEMBLE
314,B-2,,Clustering,2026-05-21 12:25:00,2026-05-21 12:35:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,POISSONS TOUS REGROUPÉS NAGE STATIQUE ET REGULIER
315,B-3,,Normal,2026-05-21 12:25:00,2026-05-21 12:35:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,RÉPARTIS DANS LE BASSIN NAGE STATIQUE ET REGULIER
316,B-4,,Clustering,2026-05-21 12:25:00,2026-05-21 12:35:00,600,,00118_Acoustique_Poisson_2026-07-27.xlsx,REGROUPÉS ENSEMBLE NAGE STATIQUE ET REGULIER
